run_name,mean_gap,max_gap,gap_slope,train_acc_slope,val_acc_slope,train_loss_slope,val_loss_slope,early_train_acc,early_val_acc,overfit_label
run_001,-0.021898333333333297,0.0068166666666666,0.010276060606060617,0.02016151515151519,0.009885454545454513,-0.07134551870780764,-0.029992343732727068,0.9799333333333332,0.9823,1
run_002,-0.041306666666666665,0.0065666666666666,0.01885171717171716,0.0665838383838384,0.04773212121212125,-0.21153814275084115,-0.16893763423461805,0.9486666666666668,0.9421,1
run_003,-0.05624999999999995,-0.0153666666666666,0.006893535353535356,0.07123838383838385,0.0643448484848485,-0.21587457831218984,-0.22911541228496668,0.8196666666666667,0.8494,0
run_004,-0.05239833333333327,-0.0146333333333333,0.01789969696969698,0.026010000000000033,0.008110303030303028,-0.0839510607069189,-0.02946070047103773,0.9658666666666668,0.9805,0
run_005,-0.04825166666666663,-0.0115333333333332,0.016160101010101034,0.02425404040404045,0.008093939393939372,-0.07787080682329457,-0.0276998129406165,0.9676666666666668,0.9792,0
run_006,-0.05264166666666664,-0.0139833333333333,0.01814333333333334,0.027343939393939445,0.009200606060606102,-0.08991372937585976,-0.03120614154752908,0.9659166666666666,0.9799,0
run_007,-0.05332333333333328,-0.0123666666666666,0.018811515151515162,0.027472121212121222,0.008660606060606047,-0.08949128347592528,-0.029979027592595107,0.9662333333333334,0.9786,0
run_008,-0.03800333333333328,0.0083999999999999,0.0049262626262626145,0.07667474747474749,0.07174848484848485,-0.19686190493227254,-0.21150330303943515,0.82,0.8116,0
